Movie Name,IMDB Rating,Budget (Million $),Revenue (Million $),Avg User Watch Time (Minutes),Type
Eternal Chronicles,6.1,242.4,919.8,75.2,Movie
Final Destiny,3.4,256.1,987.9,84.4,Movie
Eternal Reckoning,6.4,133.3,118.8,124.0,Movie
Midnight Destiny,5.5,108.3,355.1,165.7,Movie
Midnight Prophecy,3.3,137.2,275.6,75.6,Movie
Dark Truth,5.2,196.2,688.8,127.7,Movie
Shadow Saga,5.5,110.8,338.7,150.4,Movie
Shadow Saga,9.4,232.7,232.8,149.2,Movie
Broken Destiny,4.4,271.3,782.7,135.4,Series
Midnight Truth,6.5,85.4,216.1,172.9,Series
Stranger Code,9.4,289.5,1156.3,117.9,Movie
Hidden Empire,8.1,187.2,517.0,165.6,Movie
Hidden Legacy,9.5,263.6,702.6,134.4,Movie
Secret Chronicles,9.3,32.1,120.0,148.5,Movie
Secret Code,6.2,76.2,267.4,115.8,Movie
Midnight War,7.5,97.0,481.4,80.1,Series
Shadow Truth,3.7,91.5,190.7,73.1,Movie
Dark Chronicles,5.9,52.4,188.5,141.9,Movie
Broken Saga,8.3,260.6,326.4,105.2,Movie
Dark Code,6.3,126.2,520.0,128.1,Series
Shadow Reckoning,7.6,289.0,1166.9,149.5,Series
Dark Truth,7.8,175.5,661.0,154.4,Movie
Lost Truth,4.6,42.4,43.9,121.2,Series
Stranger Reckoning,8.7,164.2,811.8,97.7,Movie
Eternal Prophecy,6.0,298.1,1413.5,153.1,Movie
Final Code,4.4,170.0,368.1,109.8,Series
Final Prophecy,8.6,1.6,5.0,172.4,Movie
Eternal Saga,5.7,280.0,1260.0,158.9,Movie
Shadow Legacy,7.9,71.2,194.1,149.6,Movie
Stranger Destiny,6.6,206.9,661.3,88.9,Series
Final Empire,5.5,155.0,498.3,103.5,Movie
Dark Saga,8.3,98.3,336.3,161.9,Series
Eternal Code,6.8,85.5,264.2,62.8,Movie
Midnight Legacy,5.5,278.7,648.5,153.8,Movie
Stranger Truth,3.7,273.7,801.3,108.5,Series
Final Prophecy,8.8,154.4,682.7,155.9,Movie
Final Saga,3.2,78.3,343.6,126.3,Movie
Final Chronicles,8.6,31.6,125.7,123.2,Movie
Midnight Empire,5.3,47.8,113.0,144.2,Movie
Stranger Legacy,7.2,157.2,634.6,156.8,Movie
Hidden Destiny,9.0,93.0,208.8,143.2,Movie
Broken Legacy,4.0,13.6,47.4,114.1,Movie
Broken Reckoning,6.7,137.1,418.6,98.5,Movie
Broken Truth,8.0,224.1,414.6,161.5,Movie
Hidden War,7.9,267.6,679.2,122.5,Series
Shadow War,6.4,176.0,745.6,154.0,Series
Shadow Destiny,7.1,217.3,1001.2,179.5,Movie
Eternal Reckoning,7.9,109.9,156.5,137.3,Movie
Midnight Reckoning,8.5,149.4,381.4,93.4,Movie
Dark Code,8.0,219.2,537.2,163.9,Movie
Eternal Destiny,5.3,218.6,590.3,92.8,Movie
Final Chronicles,9.5,127.9,626.0,91.2,Movie
Dark Legacy,5.8,163.6,463.7,68.9,Series
Broken Truth,3.2,277.2,1174.0,69.4,Movie
Dark War,5.4,190.0,662.7,163.5,Movie
Midnight Destiny,3.8,193.1,189.7,87.7,Movie
Dark Destiny,3.8,235.6,855.3,73.0,Movie
Dark Empire,4.8,35.5,121.1,102.3,Movie
Eternal Chronicles,3.3,157.3,615.5,145.6,Movie
Broken Truth,7.5,287.9,240.4,100.8,Movie
Hidden Truth,3.5,109.1,173.0,97.1,Movie
Dark Destiny,4.3,89.2,353.4,118.6,Movie
Dark Empire,3.6,180.8,391.9,62.5,Movie
Dark Saga,3.4,67.1,308.6,118.9,Movie
Eternal Prophecy,4.7,167.2,473.1,178.8,Movie
Dark Truth,6.7,47.5,24.0,155.9,Movie
Midnight Saga,9.3,174.4,635.6,68.5,Series
Secret Legacy,8.7,181.1,509.0,138.6,Series
Secret Empire,8.7,126.1,243.0,115.3,Movie
Hidden Truth,4.1,115.4,68.3,159.1,Movie
Broken Prophecy,4.7,74.4,103.7,71.8,Movie
Stranger Prophecy,3.5,99.9,122.6,87.9,Movie
Final Legacy,8.1,150.0,468.4,154.9,Movie
Secret Reckoning,3.5,75.1,297.6,161.9,Movie
Final Saga,6.6,235.1,365.8,123.5,Movie
Lost Code,4.6,213.0,775.3,62.4,Movie
Dark Legacy,4.6,81.5,370.8,167.2,Movie
Dark War,9.4,30.1,99.2,105.9,Series
Final Chronicles,7.9,1.1,4.4,64.8,Movie
Hidden War,8.4,179.4,254.6,158.3,Movie
Broken Destiny,6.7,64.2,53.7,110.2,Series
Eternal War,8.7,4.8,10.3,82.8,Movie
Secret War,7.2,108.4,400.1,156.2,Movie
Hidden War,9.2,288.6,1035.3,114.9,Movie
Final Chronicles,4.8,207.3,994.6,132.9,Series
Midnight Legacy,6.9,257.5,858.7,158.8,Movie
Secret War,7.5,44.3,104.1,122.7,Movie
Midnight Saga,5.6,22.9,93.6,73.3,Series
Broken Reckoning,8.7,4.4,5.2,175.7,Movie
Broken Reckoning,9.4,286.7,1192.3,94.4,Movie
Hidden Empire,6.2,90.8,194.9,179.3,Movie
Eternal Saga,5.5,138.4,165.1,60.7,Movie
Eternal Legacy,6.1,119.0,146.3,118.1,Movie
Hidden Prophecy,8.5,219.4,1080.8,144.6,Movie
Dark Saga,7.2,93.7,309.6,168.8,Series
Hidden Empire,3.3,161.1,206.9,153.6,Movie
Hidden Reckoning,6.5,298.7,510.3,90.7,Series
Dark Prophecy,3.1,133.8,290.9,89.2,Movie
Dark War,8.1,165.8,124.6,102.8,Movie
Shadow Chronicles,5.1,151.3,149.5,73.3,Movie
Stranger Reckoning,6.1,241.2,947.4,140.3,Movie
Broken Chronicles,8.2,80.8,326.5,173.0,Movie
Hidden Prophecy,3.3,52.0,257.2,137.1,Movie
Lost Empire,4.0,226.5,182.1,124.0,Movie
Midnight Reckoning,5.6,125.3,564.0,120.4,Movie
Eternal Code,4.5,274.2,528.5,131.1,Movie
Secret Reckoning,5.2,193.6,382.4,145.3,Series
Eternal Reckoning,9.5,169.7,182.0,155.4,Movie
Midnight Empire,8.4,22.1,109.1,143.8,Movie
Stranger Chronicles,8.7,219.4,1078.2,144.6,Movie
Hidden Prophecy,9.1,206.1,905.1,174.2,Movie
Stranger War,5.2,192.4,174.8,167.9,Movie
Midnight Saga,4.9,81.1,347.7,158.9,Movie
Lost Legacy,4.5,284.1,953.4,65.2,Movie
Broken Legacy,8.4,97.2,104.9,140.3,Movie
Eternal Truth,7.4,46.5,78.0,114.6,Series
Stranger Legacy,4.5,296.2,1066.8,134.1,Movie
Dark Legacy,5.5,224.1,922.3,142.4,Series
Midnight Prophecy,6.3,125.0,539.5,145.8,Movie
Stranger Empire,6.4,280.8,827.6,164.3,Movie
Lost Code,8.8,28.2,81.9,169.2,Movie
Shadow Chronicles,5.5,27.2,97.3,132.8,Movie
Dark Truth,8.9,205.1,820.3,167.3,Movie
Broken Truth,5.9,54.2,68.7,151.8,Movie
Lost Reckoning,7.9,275.2,1053.8,84.3,Movie
Broken Reckoning,9.0,252.3,514.1,64.2,Movie
Stranger Destiny,8.9,92.6,206.2,61.2,Movie
Shadow Reckoning,3.4,266.8,226.7,130.4,Series
Stranger Legacy,4.3,13.8,43.4,122.6,Movie
Hidden Legacy,6.1,165.0,151.9,143.6,Movie
Stranger Empire,5.8,280.7,1293.8,161.1,Movie
Midnight Chronicles,7.2,256.8,846.0,79.7,Movie
Midnight Destiny,9.1,107.5,532.8,162.8,Movie
Eternal Destiny,3.7,55.7,89.4,71.8,Movie
Dark Code,5.9,64.0,227.7,166.0,Series
Shadow Code,4.3,154.8,749.2,162.1,Series
Final Chronicles,8.8,179.4,330.7,143.6,Movie
Stranger Truth,9.3,10.8,10.1,96.0,Series
Final Destiny,6.1,124.7,418.1,71.2,Series
Eternal Legacy,3.7,249.3,535.4,153.4,Series
Hidden Legacy,8.1,133.9,231.5,86.1,Movie
Dark Legacy,7.5,51.6,256.5,112.9,Movie
Secret Chronicles,5.3,286.5,1115.5,123.7,Movie
Hidden Chronicles,8.8,80.6,216.4,142.3,Movie
Lost War,9.3,239.7,173.8,118.5,Movie
Midnight Truth,6.6,58.9,80.2,143.3,Movie
Dark Destiny,6.7,127.5,235.2,157.7,Movie
Stranger Prophecy,4.9,147.6,397.4,145.6,Movie
Broken Destiny,6.8,150.7,412.6,95.9,Movie
Eternal Code,5.9,155.4,95.0,167.3,Series
Midnight Prophecy,5.0,68.3,324.1,126.1,Movie
Final Destiny,3.4,155.3,457.0,115.8,Movie
Dark Reckoning,4.6,145.0,85.4,129.0,Movie
Eternal Code,4.3,63.4,231.8,118.0,Series
Final Destiny,6.5,296.5,243.5,150.6,Series
Dark Saga,6.9,259.8,973.0,110.5,Movie
Final Empire,7.0,266.4,974.1,153.2,Movie
Final War,5.5,206.0,1016.0,151.2,Series
Hidden Prophecy,5.7,48.8,99.5,93.2,Series
Dark Truth,8.4,170.9,196.4,71.5,Movie
Midnight War,6.1,246.6,225.2,162.1,Series
Dark Code,9.4,12.6,10.4,80.3,Movie
Eternal Legacy,5.9,149.3,619.1,63.7,Movie
Secret Prophecy,7.2,119.4,445.8,108.3,Series
Dark Truth,3.3,64.4,315.0,90.5,Series
Secret Legacy,7.2,114.1,215.8,86.4,Movie
Shadow Destiny,8.5,295.1,1214.0,80.7,Movie
Broken Empire,9.1,217.2,199.5,149.9,Movie
Shadow Truth,9.5,90.6,413.8,154.0,Series
Shadow Saga,4.8,182.0,133.4,65.6,Series
Broken Empire,6.7,74.8,302.6,125.6,Series
Final Legacy,5.9,183.6,345.7,76.2,Movie
Hidden Prophecy,6.7,269.0,353.8,119.9,Series
Hidden Empire,4.0,167.5,614.8,101.8,Series
Secret Empire,8.6,220.3,998.3,84.2,Movie
Hidden Destiny,8.9,136.5,537.6,173.8,Movie
Final Prophecy,5.9,157.7,301.0,174.8,Movie
Eternal Empire,4.8,208.8,436.6,127.7,Movie
Shadow War,3.9,243.9,329.7,82.6,Movie
Secret Legacy,7.4,198.2,834.1,130.0,Movie
Secret Chronicles,5.0,293.3,288.0,171.4,Movie
Eternal War,8.9,246.1,1123.3,105.3,Movie
Midnight Empire,7.4,233.4,748.1,76.5,Series
Hidden Truth,7.2,253.7,799.1,143.2,Movie
Lost Legacy,6.6,85.1,363.4,138.8,Series
Eternal Empire,3.3,130.2,456.2,60.2,Series
Dark Code,9.1,169.8,317.4,162.4,Movie
Midnight Legacy,7.1,139.3,288.7,139.3,Movie
Stranger Legacy,9.5,254.4,325.3,83.5,Series
Eternal Reckoning,6.5,9.1,23.6,60.4,Movie
Dark Legacy,7.6,63.5,63.2,176.7,Movie
Midnight Chronicles,3.4,264.6,909.9,150.6,Movie
Shadow Code,7.1,18.7,23.6,103.8,Movie
Lost Destiny,8.0,68.9,302.3,111.9,Series
Hidden Prophecy,8.1,106.0,387.1,124.7,Movie
Secret Legacy,8.0,225.5,1017.4,146.2,Movie
Broken Legacy,4.5,168.5,150.2,80.8,Movie
Final Prophecy,9.3,286.4,1172.3,83.5,Movie
Hidden Empire,9.5,69.1,308.4,65.8,Movie
Shadow Empire,3.5,261.8,183.4,178.3,Movie
Eternal Legacy,9.1,85.6,427.6,165.1,Movie
Secret Reckoning,4.9,74.4,137.9,126.4,Movie
Secret Prophecy,7.5,150.0,217.9,111.6,Movie
Shadow Empire,5.2,22.3,52.8,88.5,Series
Hidden War,9.3,115.9,62.5,131.4,Movie
Shadow Saga,3.7,107.3,481.4,142.9,Series
Dark Legacy,6.2,48.9,83.5,142.7,Series
Shadow Legacy,5.8,258.4,735.7,60.8,Movie
Dark Legacy,5.1,116.4,384.8,144.2,Movie
Eternal Saga,7.2,294.6,1196.1,164.0,Movie
Shadow Chronicles,3.9,270.0,439.0,73.8,Movie
Lost Empire,7.7,59.2,220.6,150.6,Series
Eternal Legacy,9.4,152.0,156.5,158.8,Movie
Midnight Empire,8.2,180.9,663.7,93.1,Movie
Shadow Destiny,8.6,245.9,1140.2,145.5,Movie
Dark Empire,5.3,265.8,234.6,71.6,Series
Final Reckoning,5.1,187.6,192.3,137.9,Series
Dark Destiny,6.4,11.5,34.6,121.2,Movie
Stranger Legacy,3.3,144.9,102.7,162.0,Series
Shadow Legacy,9.1,265.6,356.8,114.2,Movie
Eternal Legacy,3.9,214.5,290.8,111.4,Series
Shadow Destiny,8.9,261.2,696.3,172.1,Movie
Lost Truth,3.5,202.5,327.7,172.1,Movie
Lost Saga,8.3,14.2,37.5,64.3,Movie
Midnight Code,4.0,290.4,826.3,118.3,Series
Midnight Destiny,3.2,275.5,1043.6,79.3,Series
Final Legacy,7.7,38.8,184.6,92.8,Movie
Final Reckoning,4.8,34.7,96.0,139.9,Movie
Broken Prophecy,7.6,162.2,340.2,75.5,Series
Dark War,6.6,227.4,378.4,61.4,Series
Lost Prophecy,3.7,115.3,386.9,147.3,Movie
Stranger War,9.1,41.8,198.3,137.0,Movie
Hidden Legacy,5.9,153.7,605.7,168.3,Movie
Shadow War,7.8,101.9,145.5,125.1,Movie
Eternal Code,6.3,106.2,480.0,173.4,Series
Lost Chronicles,6.9,193.9,738.7,133.1,Movie
Lost Chronicles,5.0,265.8,285.9,106.5,Movie
Eternal Prophecy,4.3,168.0,622.9,133.0,Movie
Dark Saga,6.5,206.6,372.3,149.9,Movie
Shadow Destiny,5.9,198.3,537.6,101.7,Series
Secret Empire,5.5,165.8,306.9,104.7,Series
Shadow Chronicles,7.4,93.9,82.5,135.6,Movie
Dark Destiny,7.5,114.0,451.3,114.7,Movie
Hidden Reckoning,3.3,95.4,403.5,123.2,Series
Dark Prophecy,5.2,275.3,425.0,177.8,Movie
Final Chronicles,5.7,248.2,391.8,65.3,Movie
Final Chronicles,3.6,174.2,424.1,137.7,Movie
Hidden Chronicles,4.5,273.8,1136.7,170.7,Series
Final Code,3.3,266.0,225.5,88.3,Movie
Dark War,9.5,278.4,1152.4,85.4,Movie
Eternal Empire,7.8,67.3,313.1,103.6,Movie
Shadow Empire,3.6,215.5,652.3,68.9,Movie
Hidden Truth,3.1,183.2,141.4,127.2,Movie
Secret Legacy,7.7,220.4,377.5,137.5,Series
Dark Reckoning,5.9,79.8,79.9,158.4,Series
Broken Saga,8.1,208.7,347.9,67.9,Movie
Shadow Code,9.0,123.5,512.9,112.3,Series
Eternal Destiny,6.9,250.4,187.9,154.1,Movie
Broken Legacy,4.2,238.8,424.4,152.2,Movie
Broken Empire,8.1,64.2,181.4,68.8,Movie
Shadow Saga,9.2,56.0,248.3,61.4,Movie
Dark Saga,6.8,215.6,350.3,154.0,Series
Eternal War,7.4,165.6,662.8,76.6,Movie
Shadow Truth,5.2,167.6,523.9,129.3,Series
Final War,5.5,226.0,800.9,71.3,Series
Final Prophecy,7.8,256.6,1123.4,95.5,Movie
Dark Saga,9.0,72.5,44.9,79.0,Series
Final Legacy,7.1,167.1,481.9,148.4,Movie
Shadow Legacy,8.1,248.9,961.4,140.7,Series
Final Code,4.1,262.0,1173.9,76.2,Movie
Shadow Code,4.4,86.9,95.3,67.1,Series
Midnight Destiny,6.5,32.1,65.4,116.0,Movie
Final Prophecy,4.1,70.6,60.3,83.5,Movie
Broken Legacy,7.1,283.7,1207.8,61.0,Series
Secret Truth,4.9,139.3,607.1,91.7,Movie
Dark Empire,8.1,126.2,337.7,85.8,Movie
Broken Destiny,8.3,4.9,2.9,142.2,Series
Lost Truth,6.0,16.3,15.6,163.3,Movie
Shadow Saga,4.2,200.9,664.9,88.5,Movie
Hidden Reckoning,7.2,177.4,873.1,86.8,Movie
Lost Destiny,9.5,173.1,740.0,106.5,Series
Final Reckoning,7.0,34.0,139.1,80.7,Series
Broken Truth,3.2,106.3,253.1,173.6,Movie
Shadow Empire,3.1,243.9,1203.3,89.2,Movie
Lost Chronicles,5.1,53.3,224.5,71.2,Movie
Hidden Reckoning,4.3,264.9,532.6,126.8,Series
Broken Legacy,8.3,37.3,144.3,124.5,Series
Lost Truth,8.5,51.6,126.2,135.8,Movie
Final Chronicles,4.7,143.8,499.3,176.0,Movie
Shadow Legacy,5.1,283.6,1379.8,98.8,Series
Shadow Saga,4.5,99.5,160.1,103.1,Movie
Final Legacy,8.9,197.8,806.5,100.4,Movie
Eternal Prophecy,6.3,177.0,558.7,135.4,Series
Eternal War,7.3,45.7,218.2,132.5,Movie
Midnight Reckoning,5.7,75.2,83.1,123.5,Movie
Midnight Empire,7.1,279.1,1043.5,103.7,Series
Stranger Reckoning,5.5,56.3,37.6,111.3,Movie
Stranger Saga,5.2,208.8,336.1,155.1,Movie
Stranger Destiny,7.1,289.4,562.5,133.1,Movie
Midnight Chronicles,6.8,36.7,89.7,146.0,Series
Stranger Prophecy,4.9,120.4,583.2,93.2,Movie
Eternal Prophecy,4.0,68.0,54.7,169.4,Movie
Midnight Chronicles,5.4,67.2,84.7,64.2,Movie
Shadow Prophecy,5.7,36.6,51.7,131.5,Movie
Secret Empire,7.1,195.2,470.0,157.5,Series
Hidden War,8.9,224.2,173.3,164.0,Movie
Dark Empire,3.2,203.4,985.3,98.3,Movie
Lost Legacy,4.6,277.5,837.9,115.2,Movie
Shadow Truth,4.3,44.6,185.5,64.2,Movie
Hidden Legacy,6.3,96.6,384.1,154.8,Movie
Broken Destiny,5.8,104.0,361.3,74.9,Series
Dark War,7.7,70.4,321.7,111.4,Movie
Hidden Code,4.6,43.5,198.4,178.9,Movie
Shadow Empire,6.9,146.5,157.5,170.1,Movie
Broken Saga,8.7,250.5,1141.9,99.6,Series
Eternal Truth,8.9,286.4,818.4,86.9,Series
Final Saga,9.2,39.7,67.7,90.2,Movie
Stranger Prophecy,8.0,247.1,800.2,142.2,Movie
Shadow Legacy,8.9,247.5,436.6,147.1,Movie
Broken Reckoning,4.5,117.3,311.5,86.0,Series
Shadow Legacy,4.3,33.9,141.5,88.8,Movie
Dark Destiny,3.0,297.0,191.5,98.8,Movie
Hidden Empire,7.6,197.0,260.8,112.0,Movie
Eternal Empire,9.1,294.7,1415.9,170.1,Movie
Final Truth,4.2,145.6,364.4,63.2,Series
Secret War,7.1,119.2,222.3,136.6,Movie
Midnight Reckoning,7.9,74.9,348.6,163.4,Movie
Secret War,9.0,295.1,1357.6,146.8,Series
Lost War,7.2,76.7,53.6,86.0,Movie
Final War,9.3,8.1,17.3,117.2,Movie
Lost Saga,5.2,154.2,710.5,169.2,Movie
Midnight Empire,5.3,113.7,148.8,73.9,Series
Lost Destiny,6.5,79.2,245.7,178.5,Series
Dark War,5.5,190.7,370.6,77.2,Movie
Stranger Truth,3.0,109.9,419.2,77.1,Series
Stranger Prophecy,7.8,121.3,147.0,157.5,Movie
Shadow Truth,7.9,7.9,25.1,159.4,Movie
Hidden Saga,7.9,177.1,88.6,64.6,Movie
Dark Legacy,5.2,37.5,61.4,80.2,Movie
Hidden Reckoning,6.4,64.9,79.8,173.8,Series
Hidden Destiny,5.3,215.4,311.1,93.5,Series
Eternal Reckoning,3.1,94.7,414.0,61.5,Movie
Midnight Destiny,6.7,49.8,229.9,90.5,Series
Final Code,3.8,173.6,676.6,148.3,Movie
Shadow War,3.5,65.3,206.1,170.0,Series
Hidden Destiny,7.9,82.0,126.2,78.6,Movie
Lost Reckoning,3.1,186.8,324.3,86.9,Series
Shadow Chronicles,9.2,222.2,421.0,113.0,Movie
Dark Legacy,6.3,222.2,888.0,149.8,Series
Final Reckoning,9.4,145.2,237.8,139.0,Series
Hidden Saga,3.4,136.8,667.6,99.3,Series
Stranger Destiny,6.8,236.5,965.9,68.0,Series
Secret War,5.3,58.7,293.4,90.4,Series
Broken Code,8.5,46.5,119.3,86.3,Movie
Midnight War,5.3,199.7,629.4,62.5,Movie
Dark Destiny,4.7,123.4,217.4,177.0,Movie
Secret Code,8.6,213.3,686.2,90.6,Movie
Midnight War,5.4,77.7,379.4,160.4,Movie
Stranger War,3.1,98.1,62.5,118.2,Series
Stranger Destiny,5.5,269.1,484.9,176.7,Series
Shadow Reckoning,7.3,127.1,224.4,77.9,Series
Hidden Destiny,4.7,177.7,874.4,73.3,Movie
Shadow Code,5.8,32.9,36.1,60.3,Movie
Shadow Saga,3.4,54.5,226.5,146.2,Series
Secret Reckoning,6.8,11.7,20.3,96.8,Series
Eternal Truth,7.9,127.9,559.3,164.4,Movie
Eternal Chronicles,5.7,296.7,799.6,136.1,Movie
Dark Empire,5.7,262.3,417.1,129.3,Series
Midnight Code,3.6,190.2,702.6,118.4,Series
Stranger Saga,4.3,258.5,1108.2,91.0,Series
Shadow Reckoning,4.0,178.7,467.4,67.8,Movie
Final Code,6.1,111.3,413.3,113.2,Movie
Hidden Chronicles,6.4,52.9,69.7,71.9,Series
Eternal Empire,9.2,196.3,926.4,168.7,Movie
Broken Reckoning,3.5,58.7,54.8,159.5,Movie
Dark Chronicles,6.9,125.8,188.5,134.4,Movie
Dark Code,6.4,247.9,445.6,114.3,Movie
Stranger Legacy,6.4,39.6,47.0,114.5,Series
Dark Legacy,8.7,39.6,92.3,115.7,Series
Midnight Truth,4.3,68.1,174.3,149.5,Movie
Hidden Reckoning,3.3,166.0,470.4,75.1,Movie
Secret Empire,7.4,76.3,52.2,123.8,Movie
Lost Reckoning,5.2,151.5,225.1,157.5,Movie
Eternal Truth,3.1,91.3,377.5,121.2,Movie
Dark Prophecy,4.6,152.4,632.1,61.6,Movie
Eternal Reckoning,5.0,84.0,166.7,89.4,Movie
Stranger Saga,7.0,294.0,757.1,140.2,Movie
Dark Saga,4.1,148.3,196.6,172.1,Movie
Eternal Saga,5.7,223.3,937.8,167.2,Movie
Midnight Chronicles,6.1,210.5,1011.5,158.7,Movie
Shadow Code,6.0,147.7,267.5,174.0,Series
Final Truth,9.3,72.4,291.0,93.6,Movie
Hidden Destiny,3.3,153.7,320.6,61.5,Series
Stranger Prophecy,9.2,204.6,104.7,102.5,Series
Hidden Empire,6.8,138.5,443.0,129.2,Series
Hidden Truth,8.2,25.5,59.8,98.0,Movie
Eternal Empire,5.8,6.4,25.0,65.3,Series
Broken Truth,5.9,99.0,383.1,120.9,Series
Hidden Prophecy,8.7,45.9,218.4,84.0,Series
Shadow Code,8.8,272.0,671.9,147.3,Movie
Secret Code,4.6,53.6,143.2,70.7,Series
Secret Destiny,4.3,118.9,273.7,175.0,Movie
Dark Code,6.2,213.9,392.8,165.2,Movie
Midnight War,8.9,244.8,825.0,164.9,Movie
Shadow Truth,5.1,143.8,607.7,154.8,Series
Hidden Empire,7.2,55.2,66.8,136.0,Series
Hidden Empire,7.6,82.0,403.3,66.4,Series
Midnight Code,8.1,126.3,451.8,139.5,Movie
Secret Truth,6.7,110.0,441.2,149.6,Series
Eternal Destiny,5.6,105.3,526.0,75.7,Movie
Midnight Truth,9.3,40.4,111.8,133.9,Series
Lost Chronicles,7.0,274.1,225.0,117.5,Series
Shadow Saga,7.7,9.9,40.2,116.7,Movie
Secret Chronicles,5.2,132.6,585.9,83.9,Series
Dark Saga,7.4,294.1,362.0,148.7,Series
Eternal Code,4.7,198.3,120.7,171.0,Movie
Lost Destiny,4.6,107.3,119.2,154.5,Series
Shadow Chronicles,7.6,44.7,87.5,104.3,Movie
Hidden Prophecy,6.4,289.2,1347.5,178.1,Movie
Hidden Legacy,7.4,5.2,2.7,103.7,Series
Dark Reckoning,4.8,204.7,842.8,88.1,Series
Secret Destiny,6.9,264.2,1148.4,176.2,Movie
Hidden Destiny,5.9,8.5,35.3,154.8,Series
Lost Prophecy,6.9,217.8,189.5,151.3,Movie
Final Prophecy,4.9,299.7,1065.8,69.3,Movie
Broken Destiny,7.7,192.3,921.6,83.0,Movie
Final Prophecy,8.2,125.0,130.2,62.2,Movie
Dark Truth,4.7,262.4,168.6,153.2,Movie
Stranger Destiny,5.0,166.7,738.7,93.4,Movie
Broken Truth,7.3,225.1,765.8,75.9,Series
Secret Code,7.5,176.7,602.4,81.8,Series
Lost Code,7.6,12.4,60.0,136.9,Movie
Lost Empire,7.4,64.7,256.5,112.0,Series
Final War,5.6,24.6,56.3,173.0,Movie
Lost Reckoning,5.6,32.9,81.0,103.9,Series
Hidden Legacy,4.7,5.6,6.4,160.1,Movie
Shadow Legacy,4.0,126.9,237.1,125.6,Series
Stranger Reckoning,7.5,54.4,136.2,144.6,Movie
Hidden Saga,3.6,256.9,430.3,80.2,Movie
Broken Prophecy,9.1,225.3,1041.2,149.9,Series
Lost Destiny,8.4,172.4,95.4,70.3,Series
Eternal Code,8.6,147.2,462.4,142.9,Movie
Dark Chronicles,8.9,77.5,307.8,115.9,Movie
Lost Truth,5.7,143.0,542.6,87.4,Series
Shadow Code,8.5,192.7,654.6,117.6,Movie
Hidden Saga,4.0,234.9,551.2,162.7,Series
Broken Truth,3.1,25.4,117.7,78.6,Movie
Stranger Legacy,8.1,212.8,421.4,80.4,Movie
Eternal War,3.5,223.1,864.6,124.1,Movie
Hidden Reckoning,9.4,168.1,785.0,135.0,Movie
Dark Reckoning,7.4,65.1,70.2,110.4,Movie
Midnight Empire,7.9,162.2,772.4,92.0,Movie
Final Empire,4.6,151.3,604.0,68.1,Series
Shadow Destiny,7.4,143.2,468.9,66.0,Movie
Midnight Saga,3.3,138.7,302.4,64.9,Movie
Eternal War,8.4,34.1,155.8,168.2,Movie
Eternal Destiny,4.1,55.7,38.9,75.8,Movie
Stranger Reckoning,7.5,30.1,73.5,95.4,Movie
Midnight Saga,4.5,73.5,287.0,178.3,Series
Broken War,3.4,79.8,331.2,171.3,Movie
Hidden Truth,6.1,74.3,104.8,65.1,Series
Final Legacy,4.1,64.1,45.8,126.2,Movie
Dark Truth,7.7,220.9,908.5,136.0,Series
Dark War,4.5,245.8,589.6,66.5,Movie
Stranger Destiny,5.2,98.8,113.2,147.4,Movie
Dark Saga,6.7,92.2,81.6,178.5,Movie
Secret Empire,4.9,253.4,857.2,111.5,Movie
Stranger Reckoning,5.5,187.6,585.8,113.9,Movie
Secret Truth,8.3,88.7,385.2,139.1,Movie
Hidden Chronicles,4.2,214.4,137.7,148.4,Movie
Midnight Empire,3.5,104.0,458.4,154.8,Movie
Final Reckoning,5.1,176.4,792.5,69.3,Movie
Shadow Empire,5.8,297.8,747.0,156.1,Movie
Final Prophecy,6.5,91.2,77.1,163.7,Movie
Lost Prophecy,5.4,279.2,1329.1,65.4,Series
Hidden Chronicles,8.1,96.9,79.9,64.7,Movie
Final Saga,3.3,162.5,513.2,126.1,Movie
Broken Chronicles,5.8,138.5,376.6,119.6,Movie
Stranger Empire,5.5,235.2,1001.5,177.6,Series
Midnight War,7.2,19.3,53.3,95.3,Movie
Secret Reckoning,9.3,188.5,492.2,130.8,Series
Midnight Saga,6.3,228.4,1019.3,120.8,Series
Eternal Truth,9.4,142.2,688.0,124.3,Movie
Eternal War,5.0,32.5,96.6,139.2,Movie
Eternal Truth,3.2,74.2,188.9,124.5,Series
Stranger Truth,4.1,204.2,865.8,60.8,Movie
Stranger Destiny,5.6,268.7,1139.3,161.2,Series
Shadow Empire,5.1,127.1,246.2,84.1,Movie
Dark Destiny,3.6,168.6,521.5,87.7,Series
Dark Saga,5.8,69.3,82.7,137.8,Series
Dark Destiny,5.2,124.3,417.6,117.3,Movie
Eternal Empire,3.8,101.7,432.5,128.9,Movie
Midnight War,4.9,197.0,264.7,119.7,Movie
Stranger Saga,8.8,295.4,577.1,110.1,Movie
Stranger Truth,5.0,244.2,615.4,118.0,Movie
Stranger Code,7.6,58.5,251.7,76.9,Series
Dark Empire,7.0,173.7,658.5,176.3,Movie
Stranger Code,5.8,20.9,40.3,129.0,Series
Midnight Legacy,4.6,74.8,119.2,94.4,Movie
Midnight Empire,5.4,52.5,190.6,145.5,Movie
Eternal Code,6.8,101.3,269.4,165.6,Movie
Stranger Saga,5.3,204.0,646.9,95.6,Series
Final War,4.4,150.3,513.9,98.9,Movie
